voyage_id,raw_text,event_type,start_time,end_time
V065,07/08/2025 21:00 – Vessel departed from port,DEPARTURE,2025-08-07T21:00:00,
V066,08/08/2025 11:00 – Vessel arrived at anchorage,ARRIVAL,2025-08-08T11:00:00,
V066,08/08/2025 15:00 – Pilot embarked vessel,PILOT_ONBOARD,2025-08-08T15:00:00,
V066,08/08/2025 17:00 – Ship alongside berth 5,BERTHING,2025-08-08T17:00:00,
V066,08/08/2025 19:00 – Loading operations began,LOADING_START,2025-08-08T19:00:00,
V066,09/08/2025 00:00 – Finished cargo operations,LOADING_END,,2025-08-09T00:00:00
V066,09/08/2025 05:00 – Shifting from berth 5 to berth 1,SHIFTING,2025-08-09T05:00:00,
V066,09/08/2025 12:00 – Started discharging operations,DISCHARGING_START,2025-08-09T12:00:00,
V066,09/08/2025 14:00 – Discharge ops ended,DISCHARGING_END,,2025-08-09T14:00:00
V066,09/08/2025 19:00 – Ship sailed from berth,DEPARTURE,2025-08-09T19:00:00,
V067,11/08/2025 07:00 – Arrived at outer anchorage,ARRIVAL,2025-08-11T07:00:00,
V067,11/08/2025 09:00 – Pilot joined ship,PILOT_ONBOARD,2025-08-11T09:00:00,
V067,11/08/2025 14:00 – Ship alongside berth 5,BERTHING,2025-08-11T14:00:00,
V067,11/08/2025 19:00 – Started cargo operations,LOADING_START,2025-08-11T19:00:00,
V067,11/08/2025 22:00 – Cargo loading completed,LOADING_END,,2025-08-11T22:00:00
V067,12/08/2025 04:00 – Shifted alongside berth {jetty2},SHIFTING,2025-08-12T04:00:00,
V067,12/08/2025 11:00 – Discharging began at berth 5,DISCHARGING_START,2025-08-12T11:00:00,
V067,12/08/2025 15:00 – Finished discharging,DISCHARGING_END,,2025-08-12T15:00:00
V067,12/08/2025 17:00 – Vessel departed from port,DEPARTURE,2025-08-12T17:00:00,
V068,13/08/2025 08:00 – Anchored at port limits,ARRIVAL,2025-08-13T08:00:00,
V068,13/08/2025 13:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-08-13T13:00:00,
V068,13/08/2025 18:00 – Ship alongside berth 4,BERTHING,2025-08-13T18:00:00,
V068,14/08/2025 00:00 – Loading operations began,LOADING_START,2025-08-14T00:00:00,
V068,14/08/2025 01:00 – Cargo loading completed,LOADING_END,,2025-08-14T01:00:00
V068,14/08/2025 09:00 – Ship moved from jetty 4 to 4,SHIFTING,2025-08-14T09:00:00,
V068,14/08/2025 14:00 – Discharge ops commenced,DISCHARGING_START,2025-08-14T14:00:00,
V068,14/08/2025 20:00 – Discharge ops ended,DISCHARGING_END,,2025-08-14T20:00:00
V068,15/08/2025 03:00 – Ship sailed from berth,DEPARTURE,2025-08-15T03:00:00,
V069,15/08/2025 11:00 – Anchored at port limits,ARRIVAL,2025-08-15T11:00:00,
V069,15/08/2025 13:00 – Pilot joined ship,PILOT_ONBOARD,2025-08-15T13:00:00,
V069,15/08/2025 15:00 – Ship alongside berth 4,BERTHING,2025-08-15T15:00:00,
V069,15/08/2025 19:00 – Began loading at jetty 4,LOADING_START,2025-08-15T19:00:00,
V069,15/08/2025 23:00 – Completed loading cargo,LOADING_END,,2025-08-15T23:00:00
V069,16/08/2025 06:00 – Vessel shifted to another berth,SHIFTING,2025-08-16T06:00:00,
V069,16/08/2025 07:00 – Started discharging operations,DISCHARGING_START,2025-08-16T07:00:00,
V069,16/08/2025 12:00 – Discharge ops ended,DISCHARGING_END,,2025-08-16T12:00:00
V069,16/08/2025 18:00 – Vessel left port limits,DEPARTURE,2025-08-16T18:00:00,
V070,17/08/2025 13:00 – Ship reached port anchorage,ARRIVAL,2025-08-17T13:00:00,
V070,17/08/2025 14:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-08-17T14:00:00,
V070,17/08/2025 19:00 – Vessel berthed at Jetty 1,BERTHING,2025-08-17T19:00:00,
V070,18/08/2025 02:00 – Started cargo operations,LOADING_START,2025-08-18T02:00:00,
V070,18/08/2025 06:00 – Finished cargo operations,LOADING_END,,2025-08-18T06:00:00
V070,18/08/2025 13:00 – Ship moved from jetty 1 to 5,SHIFTING,2025-08-18T13:00:00,
V070,18/08/2025 21:00 – Discharging began at berth 1,DISCHARGING_START,2025-08-18T21:00:00,
V070,18/08/2025 22:00 – Completed discharging cargo,DISCHARGING_END,,2025-08-18T22:00:00
V070,19/08/2025 00:00 – Ship sailed from berth,DEPARTURE,2025-08-19T00:00:00,
V071,20/08/2025 13:00 – Ship reached port anchorage,ARRIVAL,2025-08-20T13:00:00,
V071,20/08/2025 15:00 – Pilot on board,PILOT_ONBOARD,2025-08-20T15:00:00,
V071,20/08/2025 16:00 – Secured alongside jetty 3,BERTHING,2025-08-20T16:00:00,
V071,20/08/2025 20:00 – Began loading at jetty 3,LOADING_START,2025-08-20T20:00:00,
V071,20/08/2025 21:00 – Completed loading cargo,LOADING_END,,2025-08-20T21:00:00
V071,21/08/2025 01:00 – Shifted alongside berth {jetty2},SHIFTING,2025-08-21T01:00:00,
V071,21/08/2025 02:00 – Discharging began at berth 3,DISCHARGING_START,2025-08-21T02:00:00,
V071,21/08/2025 07:00 – Discharging operations completed,DISCHARGING_END,,2025-08-21T07:00:00
V071,21/08/2025 10:00 – Sailed from anchorage,DEPARTURE,2025-08-21T10:00:00,
V072,21/08/2025 12:00 – Arrived at outer anchorage,ARRIVAL,2025-08-21T12:00:00,
V072,21/08/2025 14:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-08-21T14:00:00,
V072,21/08/2025 17:00 – Ship alongside berth 1,BERTHING,2025-08-21T17:00:00,
V072,22/08/2025 01:00 – Commenced loading cargo,LOADING_START,2025-08-22T01:00:00,
V072,22/08/2025 09:00 – Cargo loading completed,LOADING_END,,2025-08-22T09:00:00
V072,22/08/2025 10:00 – Ship moved from jetty 1 to 2,SHIFTING,2025-08-22T10:00:00,
V072,22/08/2025 18:00 – Commenced discharging cargo,DISCHARGING_START,2025-08-22T18:00:00,
V072,22/08/2025 21:00 – Completed discharging cargo,DISCHARGING_END,,2025-08-22T21:00:00
V072,23/08/2025 02:00 – Vessel left port limits,DEPARTURE,2025-08-23T02:00:00,
V073,24/08/2025 14:00 – Arrived at outer anchorage,ARRIVAL,2025-08-24T14:00:00,
V073,24/08/2025 22:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-08-24T22:00:00,
V073,25/08/2025 03:00 – Vessel berthed at Jetty 3,BERTHING,2025-08-25T03:00:00,
V073,25/08/2025 10:00 – Loading operations began,LOADING_START,2025-08-25T10:00:00,
V073,25/08/2025 14:00 – Cargo loading completed,LOADING_END,,2025-08-25T14:00:00
V073,25/08/2025 15:00 – Shifting from berth 3 to berth 1,SHIFTING,2025-08-25T15:00:00,
V073,25/08/2025 21:00 – Started discharging operations,DISCHARGING_START,2025-08-25T21:00:00,
V073,26/08/2025 02:00 – Finished discharging,DISCHARGING_END,,2025-08-26T02:00:00
V073,26/08/2025 09:00 – Ship sailed from berth,DEPARTURE,2025-08-26T09:00:00,
V074,26/08/2025 10:00 – Ship reached port anchorage,ARRIVAL,2025-08-26T10:00:00,
V074,26/08/2025 17:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-08-26T17:00:00,
V074,26/08/2025 20:00 – Ship alongside berth 3,BERTHING,2025-08-26T20:00:00,
V074,27/08/2025 00:00 – Loading operations began,LOADING_START,2025-08-27T00:00:00,
V074,27/08/2025 02:00 – Loading operations ended,LOADING_END,,2025-08-27T02:00:00
V074,27/08/2025 10:00 – Shifted alongside berth {jetty2},SHIFTING,2025-08-27T10:00:00,
V074,27/08/2025 13:00 – Started discharging operations,DISCHARGING_START,2025-08-27T13:00:00,
V074,27/08/2025 20:00 – Finished discharging,DISCHARGING_END,,2025-08-27T20:00:00
V074,28/08/2025 04:00 – Vessel departed from port,DEPARTURE,2025-08-28T04:00:00,
V075,28/08/2025 09:00 – Ship reached port anchorage,ARRIVAL,2025-08-28T09:00:00,
V075,28/08/2025 15:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-08-28T15:00:00,
V075,28/08/2025 23:00 – All fast at berth 2,BERTHING,2025-08-28T23:00:00,
V075,29/08/2025 01:00 – Began loading at jetty 2,LOADING_START,2025-08-29T01:00:00,
V075,29/08/2025 08:00 – Completed loading cargo,LOADING_END,,2025-08-29T08:00:00
V075,29/08/2025 09:00 – Vessel shifted to another berth,SHIFTING,2025-08-29T09:00:00,
V075,29/08/2025 13:00 – Commenced discharging cargo,DISCHARGING_START,2025-08-29T13:00:00,
V075,29/08/2025 18:00 – Completed discharging cargo,DISCHARGING_END,,2025-08-29T18:00:00
V075,29/08/2025 20:00 – Sailed from anchorage,DEPARTURE,2025-08-29T20:00:00,
V076,31/08/2025 07:00 – Ship reached port anchorage,ARRIVAL,2025-08-31T07:00:00,
V076,31/08/2025 11:00 – Pilot embarked vessel,PILOT_ONBOARD,2025-08-31T11:00:00,
V076,31/08/2025 14:00 – Secured alongside jetty 2,BERTHING,2025-08-31T14:00:00,
V076,31/08/2025 15:00 – Began loading at jetty 2,LOADING_START,2025-08-31T15:00:00,
V076,31/08/2025 23:00 – Completed loading cargo,LOADING_END,,2025-08-31T23:00:00
V076,01/09/2025 06:00 – Shifting from berth 2 to berth 4,SHIFTING,2025-09-01T06:00:00,
V076,01/09/2025 13:00 – Discharging began at berth 2,DISCHARGING_START,2025-09-01T13:00:00,
V076,01/09/2025 18:00 – Discharging operations completed,DISCHARGING_END,,2025-09-01T18:00:00
V076,01/09/2025 23:00 – Vessel left port limits,DEPARTURE,2025-09-01T23:00:00,
V077,01/09/2025 14:00 – Ship reached port anchorage,ARRIVAL,2025-09-01T14:00:00,
V077,01/09/2025 15:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-09-01T15:00:00,
V077,01/09/2025 18:00 – Ship alongside berth 5,BERTHING,2025-09-01T18:00:00,
V077,01/09/2025 19:00 – Started cargo operations,LOADING_START,2025-09-01T19:00:00,
V077,02/09/2025 01:00 – Completed loading cargo,LOADING_END,,2025-09-02T01:00:00
V077,02/09/2025 04:00 – Shifted alongside berth {jetty2},SHIFTING,2025-09-02T04:00:00,
V077,02/09/2025 09:00 – Commenced discharging cargo,DISCHARGING_START,2025-09-02T09:00:00,
V077,02/09/2025 14:00 – Discharge ops ended,DISCHARGING_END,,2025-09-02T14:00:00
V077,02/09/2025 22:00 – Sailed from anchorage,DEPARTURE,2025-09-02T22:00:00,
V078,04/09/2025 07:00 – Vessel arrived at anchorage,ARRIVAL,2025-09-04T07:00:00,
V078,04/09/2025 14:00 – Pilot embarked vessel,PILOT_ONBOARD,2025-09-04T14:00:00,
V078,04/09/2025 20:00 – All fast at berth 5,BERTHING,2025-09-04T20:00:00,
V078,05/09/2025 04:00 – Commenced loading cargo,LOADING_START,2025-09-05T04:00:00,
V078,05/09/2025 07:00 – Completed loading cargo,LOADING_END,,2025-09-05T07:00:00
V078,05/09/2025 11:00 – Vessel shifted to another berth,SHIFTING,2025-09-05T11:00:00,
V078,05/09/2025 12:00 – Discharging began at berth 5,DISCHARGING_START,2025-09-05T12:00:00,
V078,05/09/2025 17:00 – Discharging operations completed,DISCHARGING_END,,2025-09-05T17:00:00
V078,05/09/2025 20:00 – Ship sailed from berth,DEPARTURE,2025-09-05T20:00:00,
V079,06/09/2025 07:00 – Ship reached port anchorage,ARRIVAL,2025-09-06T07:00:00,
V079,06/09/2025 15:00 – Pilot on board,PILOT_ONBOARD,2025-09-06T15:00:00,
V079,06/09/2025 20:00 – Ship alongside berth 1,BERTHING,2025-09-06T20:00:00,
V079,07/09/2025 00:00 – Started cargo operations,LOADING_START,2025-09-07T00:00:00,
V079,07/09/2025 07:00 – Finished cargo operations,LOADING_END,,2025-09-07T07:00:00
V079,07/09/2025 13:00 – Vessel shifted to another berth,SHIFTING,2025-09-07T13:00:00,
V079,07/09/2025 19:00 – Commenced discharging cargo,DISCHARGING_START,2025-09-07T19:00:00,
V079,08/09/2025 02:00 – Finished discharging,DISCHARGING_END,,2025-09-08T02:00:00
V079,08/09/2025 10:00 – Vessel left port limits,DEPARTURE,2025-09-08T10:00:00,
V080,07/09/2025 11:00 – Vessel arrived at anchorage,ARRIVAL,2025-09-07T11:00:00,
V080,07/09/2025 15:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-09-07T15:00:00,
V080,07/09/2025 17:00 – All fast at berth 5,BERTHING,2025-09-07T17:00:00,
V080,08/09/2025 00:00 – Loading operations began,LOADING_START,2025-09-08T00:00:00,
V080,08/09/2025 01:00 – Cargo loading completed,LOADING_END,,2025-09-08T01:00:00
V080,08/09/2025 07:00 – Vessel shifted to another berth,SHIFTING,2025-09-08T07:00:00,
V080,08/09/2025 13:00 – Discharging began at berth 5,DISCHARGING_START,2025-09-08T13:00:00,
V080,08/09/2025 16:00 – Discharge ops ended,DISCHARGING_END,,2025-09-08T16:00:00
V080,08/09/2025 22:00 – Sailed from anchorage,DEPARTURE,2025-09-08T22:00:00,
V081,09/09/2025 12:00 – Anchored at port limits,ARRIVAL,2025-09-09T12:00:00,
V081,09/09/2025 19:00 – Pilot on board,PILOT_ONBOARD,2025-09-09T19:00:00,
V081,10/09/2025 01:00 – All fast at berth 4,BERTHING,2025-09-10T01:00:00,
V081,10/09/2025 08:00 – Commenced loading cargo,LOADING_START,2025-09-10T08:00:00,
V081,10/09/2025 09:00 – Finished cargo operations,LOADING_END,,2025-09-10T09:00:00
V081,10/09/2025 11:00 – Shifting from berth 4 to berth 1,SHIFTING,2025-09-10T11:00:00,
V081,10/09/2025 18:00 – Started discharging operations,DISCHARGING_START,2025-09-10T18:00:00,
V081,11/09/2025 02:00 – Discharge ops ended,DISCHARGING_END,,2025-09-11T02:00:00
V081,11/09/2025 10:00 – Ship sailed from berth,DEPARTURE,2025-09-11T10:00:00,
V082,10/09/2025 13:00 – Arrived at outer anchorage,ARRIVAL,2025-09-10T13:00:00,
V082,10/09/2025 15:00 – Pilot on board,PILOT_ONBOARD,2025-09-10T15:00:00,
V082,10/09/2025 16:00 – Secured alongside jetty 2,BERTHING,2025-09-10T16:00:00,
V082,10/09/2025 18:00 – Began loading at jetty 2,LOADING_START,2025-09-10T18:00:00,
V082,10/09/2025 19:00 – Finished cargo operations,LOADING_END,,2025-09-10T19:00:00
V082,11/09/2025 02:00 – Shifted alongside berth {jetty2},SHIFTING,2025-09-11T02:00:00,
V082,11/09/2025 09:00 – Commenced discharging cargo,DISCHARGING_START,2025-09-11T09:00:00,
V082,11/09/2025 15:00 – Finished discharging,DISCHARGING_END,,2025-09-11T15:00:00
V082,11/09/2025 20:00 – Ship sailed from berth,DEPARTURE,2025-09-11T20:00:00,
V083,13/09/2025 07:00 – Vessel arrived at anchorage,ARRIVAL,2025-09-13T07:00:00,
V083,13/09/2025 09:00 – Pilot on board,PILOT_ONBOARD,2025-09-13T09:00:00,
V083,13/09/2025 17:00 – Ship alongside berth 4,BERTHING,2025-09-13T17:00:00,
V083,14/09/2025 00:00 – Started cargo operations,LOADING_START,2025-09-14T00:00:00,
V083,14/09/2025 04:00 – Completed loading cargo,LOADING_END,,2025-09-14T04:00:00
V083,14/09/2025 12:00 – Vessel shifted to another berth,SHIFTING,2025-09-14T12:00:00,
V083,14/09/2025 15:00 – Commenced discharging cargo,DISCHARGING_START,2025-09-14T15:00:00,
V083,14/09/2025 22:00 – Discharging operations completed,DISCHARGING_END,,2025-09-14T22:00:00
V083,15/09/2025 00:00 – Vessel departed from port,DEPARTURE,2025-09-15T00:00:00,
V084,15/09/2025 10:00 – Anchored at port limits,ARRIVAL,2025-09-15T10:00:00,
V084,15/09/2025 18:00 – Pilot joined ship,PILOT_ONBOARD,2025-09-15T18:00:00,
V084,15/09/2025 22:00 – Ship alongside berth 5,BERTHING,2025-09-15T22:00:00,
V084,16/09/2025 05:00 – Commenced loading cargo,LOADING_START,2025-09-16T05:00:00,
V084,16/09/2025 13:00 – Completed loading cargo,LOADING_END,,2025-09-16T13:00:00
V084,16/09/2025 18:00 – Vessel shifted to another berth,SHIFTING,2025-09-16T18:00:00,
V084,16/09/2025 19:00 – Discharge ops commenced,DISCHARGING_START,2025-09-16T19:00:00,
V084,16/09/2025 20:00 – Discharging operations completed,DISCHARGING_END,,2025-09-16T20:00:00
V084,17/09/2025 04:00 – Sailed from anchorage,DEPARTURE,2025-09-17T04:00:00,
V085,18/09/2025 07:00 – Anchored at port limits,ARRIVAL,2025-09-18T07:00:00,
V085,18/09/2025 11:00 – Pilot on board,PILOT_ONBOARD,2025-09-18T11:00:00,
V085,18/09/2025 19:00 – Secured alongside jetty 2,BERTHING,2025-09-18T19:00:00,
V085,18/09/2025 22:00 – Started cargo operations,LOADING_START,2025-09-18T22:00:00,
V085,19/09/2025 05:00 – Loading operations ended,LOADING_END,,2025-09-19T05:00:00
V085,19/09/2025 10:00 – Ship moved from jetty 2 to 4,SHIFTING,2025-09-19T10:00:00,
V085,19/09/2025 18:00 – Discharging began at berth 2,DISCHARGING_START,2025-09-19T18:00:00,
V085,20/09/2025 01:00 – Finished discharging,DISCHARGING_END,,2025-09-20T01:00:00
V085,20/09/2025 07:00 – Vessel left port limits,DEPARTURE,2025-09-20T07:00:00,
V086,20/09/2025 13:00 – Vessel arrived at anchorage,ARRIVAL,2025-09-20T13:00:00,
V086,20/09/2025 21:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-09-20T21:00:00,
V086,20/09/2025 23:00 – All fast at berth 5,BERTHING,2025-09-20T23:00:00,
V086,21/09/2025 00:00 – Began loading at jetty 5,LOADING_START,2025-09-21T00:00:00,
V086,21/09/2025 07:00 – Finished cargo operations,LOADING_END,,2025-09-21T07:00:00
V086,21/09/2025 15:00 – Vessel shifted to another berth,SHIFTING,2025-09-21T15:00:00,
V086,21/09/2025 17:00 – Discharging began at berth 5,DISCHARGING_START,2025-09-21T17:00:00,
V086,21/09/2025 22:00 – Discharge ops ended,DISCHARGING_END,,2025-09-21T22:00:00
V086,22/09/2025 02:00 – Vessel left port limits,DEPARTURE,2025-09-22T02:00:00,
V087,23/09/2025 08:00 – Vessel arrived at anchorage,ARRIVAL,2025-09-23T08:00:00,
V087,23/09/2025 16:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-09-23T16:00:00,
V087,23/09/2025 21:00 – Vessel berthed at Jetty 4,BERTHING,2025-09-23T21:00:00,
V087,24/09/2025 05:00 – Began loading at jetty 4,LOADING_START,2025-09-24T05:00:00,
V087,24/09/2025 11:00 – Finished cargo operations,LOADING_END,,2025-09-24T11:00:00
V087,24/09/2025 12:00 – Shifted alongside berth {jetty2},SHIFTING,2025-09-24T12:00:00,
V087,24/09/2025 16:00 – Started discharging operations,DISCHARGING_START,2025-09-24T16:00:00,
V087,24/09/2025 18:00 – Completed discharging cargo,DISCHARGING_END,,2025-09-24T18:00:00
V087,24/09/2025 21:00 – Ship sailed from berth,DEPARTURE,2025-09-24T21:00:00,
V088,25/09/2025 11:00 – Vessel arrived at anchorage,ARRIVAL,2025-09-25T11:00:00,
V088,25/09/2025 15:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-09-25T15:00:00,
V088,25/09/2025 23:00 – Ship alongside berth 5,BERTHING,2025-09-25T23:00:00,
V088,26/09/2025 03:00 – Commenced loading cargo,LOADING_START,2025-09-26T03:00:00,
V088,26/09/2025 05:00 – Finished cargo operations,LOADING_END,,2025-09-26T05:00:00
V088,26/09/2025 08:00 – Shifting from berth 5 to berth 1,SHIFTING,2025-09-26T08:00:00,
V088,26/09/2025 15:00 – Commenced discharging cargo,DISCHARGING_START,2025-09-26T15:00:00,
V088,26/09/2025 17:00 – Finished discharging,DISCHARGING_END,,2025-09-26T17:00:00
V088,26/09/2025 18:00 – Vessel departed from port,DEPARTURE,2025-09-26T18:00:00,
V089,26/09/2025 09:00 – Vessel arrived at anchorage,ARRIVAL,2025-09-26T09:00:00,
V089,26/09/2025 13:00 – Pilot on board,PILOT_ONBOARD,2025-09-26T13:00:00,
V089,26/09/2025 18:00 – Vessel berthed at Jetty 2,BERTHING,2025-09-26T18:00:00,
V089,26/09/2025 19:00 – Loading operations began,LOADING_START,2025-09-26T19:00:00,
V089,27/09/2025 01:00 – Loading operations ended,LOADING_END,,2025-09-27T01:00:00
V089,27/09/2025 03:00 – Shifted alongside berth {jetty2},SHIFTING,2025-09-27T03:00:00,
V089,27/09/2025 09:00 – Discharging began at berth 2,DISCHARGING_START,2025-09-27T09:00:00,
V089,27/09/2025 17:00 – Discharging operations completed,DISCHARGING_END,,2025-09-27T17:00:00
V089,27/09/2025 21:00 – Sailed from anchorage,DEPARTURE,2025-09-27T21:00:00,
V090,28/09/2025 09:00 – Arrived at outer anchorage,ARRIVAL,2025-09-28T09:00:00,
V090,28/09/2025 16:00 – Pilot embarked vessel,PILOT_ONBOARD,2025-09-28T16:00:00,
V090,28/09/2025 21:00 – All fast at berth 4,BERTHING,2025-09-28T21:00:00,
V090,29/09/2025 00:00 – Began loading at jetty 4,LOADING_START,2025-09-29T00:00:00,
V090,29/09/2025 01:00 – Cargo loading completed,LOADING_END,,2025-09-29T01:00:00
V090,29/09/2025 04:00 – Shifted alongside berth {jetty2},SHIFTING,2025-09-29T04:00:00,
V090,29/09/2025 06:00 – Started discharging operations,DISCHARGING_START,2025-09-29T06:00:00,
V090,29/09/2025 11:00 – Completed discharging cargo,DISCHARGING_END,,2025-09-29T11:00:00
V090,29/09/2025 17:00 – Sailed from anchorage,DEPARTURE,2025-09-29T17:00:00,
V091,29/09/2025 08:00 – Vessel arrived at anchorage,ARRIVAL,2025-09-29T08:00:00,
V091,29/09/2025 14:00 – Pilot on board,PILOT_ONBOARD,2025-09-29T14:00:00,
V091,29/09/2025 19:00 – All fast at berth 3,BERTHING,2025-09-29T19:00:00,
V091,29/09/2025 23:00 – Commenced loading cargo,LOADING_START,2025-09-29T23:00:00,
V091,30/09/2025 04:00 – Completed loading cargo,LOADING_END,,2025-09-30T04:00:00
V091,30/09/2025 10:00 – Shifting from berth 3 to berth 3,SHIFTING,2025-09-30T10:00:00,
V091,30/09/2025 18:00 – Commenced discharging cargo,DISCHARGING_START,2025-09-30T18:00:00,
V091,30/09/2025 21:00 – Finished discharging,DISCHARGING_END,,2025-09-30T21:00:00
V091,01/10/2025 02:00 – Vessel departed from port,DEPARTURE,2025-10-01T02:00:00,
V092,30/09/2025 14:00 – Arrived at outer anchorage,ARRIVAL,2025-09-30T14:00:00,
V092,30/09/2025 20:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-09-30T20:00:00,
V092,01/10/2025 02:00 – Vessel berthed at Jetty 2,BERTHING,2025-10-01T02:00:00,
V092,01/10/2025 09:00 – Commenced loading cargo,LOADING_START,2025-10-01T09:00:00,
V092,01/10/2025 12:00 – Completed loading cargo,LOADING_END,,2025-10-01T12:00:00
V092,01/10/2025 13:00 – Shifting from berth 2 to berth 2,SHIFTING,2025-10-01T13:00:00,
V092,01/10/2025 15:00 – Commenced discharging cargo,DISCHARGING_START,2025-10-01T15:00:00,
V092,01/10/2025 17:00 – Completed discharging cargo,DISCHARGING_END,,2025-10-01T17:00:00
V092,02/10/2025 01:00 – Sailed from anchorage,DEPARTURE,2025-10-02T01:00:00,
V093,03/10/2025 08:00 – Arrived at outer anchorage,ARRIVAL,2025-10-03T08:00:00,
V093,03/10/2025 15:00 – Pilot on board,PILOT_ONBOARD,2025-10-03T15:00:00,
V093,03/10/2025 16:00 – Vessel berthed at Jetty 4,BERTHING,2025-10-03T16:00:00,
V093,03/10/2025 19:00 – Started cargo operations,LOADING_START,2025-10-03T19:00:00,
V093,03/10/2025 21:00 – Finished cargo operations,LOADING_END,,2025-10-03T21:00:00
V093,04/10/2025 01:00 – Ship moved from jetty 4 to 3,SHIFTING,2025-10-04T01:00:00,
V093,04/10/2025 04:00 – Commenced discharging cargo,DISCHARGING_START,2025-10-04T04:00:00,
V093,04/10/2025 12:00 – Discharge ops ended,DISCHARGING_END,,2025-10-04T12:00:00
V093,04/10/2025 19:00 – Vessel departed from port,DEPARTURE,2025-10-04T19:00:00,
V094,04/10/2025 14:00 – Anchored at port limits,ARRIVAL,2025-10-04T14:00:00,
V094,04/10/2025 20:00 – Pilot boarded at anchorage,PILOT_ONBOARD,2025-10-04T20:00:00,
V094,05/10/2025 02:00 – Secured alongside jetty 3,BERTHING,2025-10-05T02:00:00,
V094,05/10/2025 09:00 – Commenced loading cargo,LOADING_START,2025-10-05T09:00:00,
V094,05/10/2025 15:00 – Loading operations ended,LOADING_END,,2025-10-05T15:00:00
V094,05/10/2025 16:00 – Shifted alongside berth {jetty2},SHIFTING,2025-10-05T16:00:00,
V094,05/10/2025 20:00 – Started discharging operations,DISCHARGING_START,2025-10-05T20:00:00,
V094,06/10/2025 00:00 – Finished discharging,DISCHARGING_END,,2025-10-06T00:00:00
V094,06/10/2025 01:00 – Sailed from anchorage,DEPARTURE,2025-10-06T01:00:00,
V095,06/10/2025 13:00 – Ship reached port anchorage,ARRIVAL,2025-10-06T13:00:00,
V095,06/10/2025 17:00 – Pilot embarked vessel,PILOT_ONBOARD,2025-10-06T17:00:00,
V095,06/10/2025 18:00 – Vessel berthed at Jetty 2,BERTHING,2025-10-06T18:00:00,
V095,07/10/2025 01:00 – Commenced loading cargo,LOADING_START,2025-10-07T01:00:00,
V095,07/10/2025 02:00 – Cargo loading completed,LOADING_END,,2025-10-07T02:00:00
V095,07/10/2025 10:00 – Ship moved from jetty 2 to 3,SHIFTING,2025-10-07T10:00:00,
V095,07/10/2025 15:00 – Discharge ops commenced,DISCHARGING_START,2025-10-07T15:00:00,
V095,07/10/2025 22:00 – Discharge ops ended,DISCHARGING_END,,2025-10-07T22:00:00
V095,08/10/2025 01:00 – Sailed from anchorage,DEPARTURE,2025-10-08T01:00:00,
V096,08/10/2025 09:00 – Arrived at outer anchorage,ARRIVAL,2025-10-08T09:00:00,
V096,08/10/2025 17:00 – Pilot joined ship,PILOT_ONBOARD,2025-10-08T17:00:00,
V096,08/10/2025 23:00 – Vessel berthed at Jetty 2,BERTHING,2025-10-08T23:00:00,
V096,09/10/2025 03:00 – Started cargo operations,LOADING_START,2025-10-09T03:00:00,
V096,09/10/2025 06:00 – Loading operations ended,LOADING_END,,2025-10-09T06:00:00
V096,09/10/2025 13:00 – Ship moved from jetty 2 to 2,SHIFTING,2025-10-09T13:00:00,
V096,09/10/2025 17:00 – Commenced discharging cargo,DISCHARGING_START,2025-10-09T17:00:00,
V096,09/10/2025 20:00 – Completed discharging cargo,DISCHARGING_END,,2025-10-09T20:00:00
V096,10/10/2025 01:00 – Ship sailed from berth,DEPARTURE,2025-10-10T01:00:00,
V097,11/10/2025 07:00 – Vessel arrived at anchorage,ARRIVAL,2025-10-11T07:00:00,
V097,11/10/2025 10:00 – Pilot embarked vessel,PILOT_ONBOARD,2025-10-11T10:00:00,
V097,11/10/2025 13:00 – Ship alongside berth 5,BERTHING,2025-10-11T13:00:00,
V097,11/10/2025 21:00 – Started cargo operations,LOADING_START,2025-10-11T21:00:00,
V097,11/10/2025 22:00 – Finished cargo operations,LOADING_END,,2025-10-11T22:00:00
V097,12/10/2025 00:00 – Ship moved from jetty 5 to 3,SHIFTING,2025-10-12T00:00:00,
V097,12/10/2025 08:00 – Commenced discharging cargo,DISCHARGING_START,2025-10-12T08:00:00,
V097,12/10/2025 12:00 – Completed discharging cargo,DISCHARGING_END,,2025-10-12T12:00:00
V097,12/10/2025 19:00 – Ship sailed from berth,DEPARTURE,2025-10-12T19:00:00,
V098,13/10/2025 07:00 – Ship reached port anchorage,ARRIVAL,2025-10-13T07:00:00,
V098,13/10/2025 12:00 – Pilot on board,PILOT_ONBOARD,2025-10-13T12:00:00,
V098,13/10/2025 17:00 – Ship alongside berth 2,BERTHING,2025-10-13T17:00:00,
